Flags,Pack,Image,Author,Difficulty,English,Spanish,German,French,Netherlands,Italian,Russian,Portuguese,Swedish,Danish,Norwegian,Finnish,Turkish,Polish,Greek,Czech,Lithuanian,Latvian,Estonian,Korean,Hungarian
,3,JAPAN.JPG,,2,JAPAN,JAPÓN,JAPAN,JAPON,JAPAN,GIAPPONE,ЯПОНИЯ,,JAPAN,JAPAN,JAPAN,JAPANI,,JAPONIA,ΙΑΠΩΝΙΑ,JAPONEC,JAPONIJA,,,,JAPÁN
,3,JERRYCAN.JPG,,2,JERRYCAN,BIDÓN,KANISTER,BIDON,JERRYCAN,TANICA,КАНИСТРА,,BENSINDUNK,DUNK,JERRYKANNE,KANISTERI,,KANISTER,ΜΠΕΤΟΝΙ ΒΕΝΖΙΝΗΣ,KANYSTR,KANISTRAS,,,,MARMONKANNA
,3,JUICER.JPG,,1,JUICER,EXPRIMIDOR,ENTSAFTER,CENTRIFUGEUSE,CITRUSPERS,SPREMIAGRUMI,СОКОВЫЖИМАЛКА,,JUICEPRESS,JUICEMASKINE,FRUKTPRESSE,MEHUPURISTIN,,SOKOWIRÓWKA,ΑΠΟΧΥΜΩΤΗΣ,ODŠŤAVŇOVAČ,SULČIASPAUDĖ,,,,GYÜMÖLCSCENTRIFUGA
,3,JULY.JPG,,2,JULY,JULIO,JULI,JUILLET,JULI,LUGLIO,ИЮЛЬ,,JULI,JULY,JULI,HEINÄKUU,,LIPIEC,ΙΟΥΛΙΟΣ,ČERVENEC,LIEPA,,,,JÚLIUS
,3,JUMP ROPE.JPG,,2,JUMP ROPE,COMBA,SPRINGSEIL,CORDE À SAUTER,SPRINGTOUW,CORDA,СКАКАЛКА,,HOPPREP,SJIPPETOV,HOPPETAU,HYPPYNARU,,SKAKANKA,ΣΧΟΙΝΑΚΙ,ŠVIHADLO,ŠOKDYNĖ,,,,UGRÁLÓKÖTÉL
,3,KALEIDOSCOPE.JPG,,2,KALEIDOSCOPE,CALEIDOSCOPIO,KALEIDOSKOP,KALÉIDOSCOPE,CALEIDOSCOOP,CALEIDOSCOPIO,КАЛЕЙДОСКОП,,KALEJDOSKOP,KALEJDOSKOP,KALEIDOSKOP,KALEIDOSKOOPPI,,KALEJDOSKOP,ΚΑΛΕΙΔΟΣΚΟΠΙΟ,KALEIDOSKOP,KALENDOSKOPAS,,,,KALEIDOSZKÓP
,3,KART RACING.JPG,,1,KART RACING,KARTING,KARTSPORT,KARTING,KARTING,GARA DI KART,КАРТИНГ,,KARTRACING,KØRE MOTOCROSS,GOKART,KARTING,,GOKARTY,ΑΓΩΝΑΣ ΚΑΡΤ,MOTOKÁRY,KARTINGAS,,,,GOKART VERSENY
,3,KATANA.JPG,,2,KATANA,KATANA,KATANA,KATANA,KATANA,KATANA,КАТАНА,,KATANA,KATANA,KATANA,KATANA,,KATANA,ΚΑΤΑΝΑ,KATANA,KATANA,,,,KATANA
,3,KEBAB.JPG,,2,KEBAB,KEBAB,KEBAB,KEBAB,KEBAB,KEBAB,КЕБАБ,,KEBAB,KEBAB,KEBAB,KEBAB,,KEBAB,ΚΕΜΠΑΠ,KEBAB,KEBABAS,,,,KEBAB
,3,KINGFISHER.JPG,,4,KINGFISHER,MARTÍN PESCADOR,EISVOGEL,MARTIN-PÊCHEUR,IJSVOGEL,MARTIN PESCATORE,ЗИМОРОДОК,,KUNGSFISKARE,ISFUGL,ISFUGL,KUNINGASKALASTAJA,,ZIMORODEK,ΑΛΚΥΩΝ,LEDŇÁČEK,TULŽYS,,,,JÉGMADÁR
,3,KNITTING NEEDLES.JPG,,2,KNITTING NEEDLES,AGUJAS DE TEJER,STRICKNADELN,AIGUILLES,BREINAALDEN,FERRI DA MAGLIA,СПИЦЫ,,STICKOR,STRIKKEPINDE,STRIKKEPINNER,NEULEPUIKOT,,DRUTY,ΒΕΛΟΝΕΣ ΠΛΕΞΙΜΑΤΟΣ,JEHLICE,VIRBALAI,,,,KÖTŐTŰ
,3,LABYRINTH.JPG,,1,LABYRINTH,LABERINTO,LABYRINTH,LABYRINTHE,LABYRINT,LABIRINTO,ЛАБИРИНТ,,LABYRINT,LABYRINT,LABYRINT,SOKKELO,,LABIRYNT,ΛΑΒΥΡΙΝΘΟΣ,LABYRINT,LABIRINTAS,,,,LABIRINTUS
,3,LADLE.JPG,,2,LADLE,CUCHARÓN,SCHÖPFKELLE,LOUCHE,POLLEPEL,MESTOLO,ПОЛОВНИК,,SLEV,ØSE,ØSE,KAUHA,,WAZÓWKA,ΚΟΥΤΑΛΑ,NABĚRAČKA,SAMTIS,,,,MERŐKANÁL
,3,LAMP GLOBE.JPG,,2,LAMP GLOBE,PLAFÓN,LAMPENKUGEL,AMPOULE,LAMPBOL,PLAFONIERA,ПЛАФОН,,LAMPGLOB,LAMPEKUPPEL,LAMPEKUPPEL,LAMPUN KUPU,,KLOSZ,ΛΑΜΠΑ ΥΔΡΟΓΕΙΟΣ,KRYT LAMPY,PLAFONAS,,,,LÁMPABÚRA
,3,LAMPWORK.JPG,,3,LAMPWORK,SOPLETE,LAMPENFERTIGUNG,TRAVAIL DU VERRE,GLASBRANDEN,CALOTTA,ЛАМПВОРК,,LAMPWORK,LAMPEARBEJDE,LAMPELAGING,LAMPPUPUHALLUS,,WYRÓB SZKŁA,ΥΑΛΟΥΡΓΙΑ,ŽÍHÁNÍ,ŠVIETIMAS,,,,ÜVEGCSŐ-MEGMUNKÁLÁS
,3,LANDSCAPE.JPG,,2,LANDSCAPE,PAISAJE,LANDSCHAFT,PAYSAGE,LANDSCHAP,PAESAGGIO,ПЕЙЗАЖ,,LANDSKAP,LANDSKAB,LANDSKAP,MAISEMA,,PEJZAŻ,ΤΟΠΙΟ,KRAJINA,PEIZAŽAS,,,,TÁJKÉP
,3,LAUNDRY.JPG,,2,LAUNDRY,COLADA,WÄSCHE,MACHINE À LAVER,WASGOED,BUCATO,СТИРКА,,TVÄTT,VASKETØJ,KLESKVASK,PESU,,PRANIE,ΜΠΟΥΓΑΔΑ,ČISTÍRNA,SKALBIMAS,,,,MOSÁS
,3,LAYER.JPG,,2,LAYER,CAPA,SCHICHT,COUCHE,LAAG,STRATO,СЛОЙ,,LAGER,LAG,LAG,KERROS,,WARSTWA,ΣΤΡΩΣΗ,VRSTVA,SLUOKSNIS,,,,RÉTEG
,3,LEAD.JPG,,2,LEAD,PLOMO,BLEI,PLOMB,LOOD,PIOMBO,СВИНЕЦ,,BLY,BLY,BLY,LYIJY,,OŁÓW,ΜΟΛΥΒΔΟΣ,OLOVO,ŠVINAS,,,,ÓLOM
,3,LEAP.JPG,,2,LEAP,SALTO,SPRUNG,SAUT,SPRINGEN,SALTO,СКАЧЕК,,HOPP,SPRING,SPRANG,HYPPÄYS,,SKOK,ΠΗΔΗΜΑ,SKOK,ŠUOLIS,,,,UGRÁS
,3,LEGEND.JPG,,2,LEGEND,LEYENDA,LEGENDE,LÉGENDE,LEGENDE,LEGGENDA,ЛЕГЕНДА,,LEGEND,LEGENDE,LEGENDE,LEGENDA,,LEGENDA,ΘΡΥΛΟΣ,LEGENDA,LEGENDA,,,,LEGENDA
,3,LENIN.JPG,,2,LENIN,LENIN,LENIN,LÉNINE,LENIN,LENIN,ЛЕНИН,,LENIN,LENIN,LENIN,LENIN,,LENIN,ΛΕΝΙΝ,LENIN,LENINAS,,,,LENIN
,3,LIGHTER.JPG,,1,LIGHTER,ENCENDEDOR,FEUERZEUG,BRIQUET,AANSTEKER,ACCENDINO,ЗАЖИГАЛКА,,TÄNDARE,LIGHTER,LIGHTER,SYTKÄRI,,ZAPALNICZKA,ΑΝΑΠΤΗΡΑΣ,ZAPALOVAČ,ŽIEBTUVĖLIS,,,,ÖNGYÚJTÓ
,3,LITHUANIA.JPG,,2,LITHUANIA,LITUANIA,LITAUEN,LITUANIE,LITOUWEN,LITUANIA,ЛИТВА,,LITAUEN,LITAUEN,LITAUEN,LIETTUA,,LITWA,ΛΙΘΟΥΑΝΙΑ,LITVA,LIETUVA,,,,LITVÁNIA
,3,LONDON.JPG,,1,LONDON,LONDRES,LONDON,LONDRES,LONDEN,LONDRA,ЛОНДОН,,LONDON,LONDON,LONDON,LONTOO,,LONDYN,ΛΟΝΔΙΝΟ,LONDÝN,LONDONAS,,,,LONDON
,3,LUNCH.JPG,,2,LUNCH,ALMUERZO,MITTAGESSEN,DÉJEUNER,LUNCH,PRANZO,ОБЕД,,LUNCH,FROKOST,LUNSJ,LOUNAS,,LUNCH,ΜΕΣΗΜΕΡΙΑΝΟ,OBĚD,PIETŪS,,,,EBÉD
,3,LUREX YARN.JPG,,3,LUREX YARN,FIBRA METÁLICA,LUREXGARN,FIL LUREX,LUREX GAREN,LUREX,ЛЮРЕКС,,LUREXGARN,LUREXGARN,LUREXTRÅD,LUREXLANKA,,LUREKS,ΝΗΜΑΤΑ LURΕΧ,ŠPULKA PŘÍZE,LIUREKSAS,,,,LUREX FONAL
,3,MAASDAM.JPG,,2,MAASDAM,MAASDAM,MAASDAMER,GRUYÈRE,MAASDAM,MAASDAM,МААСДАМ,,MAASDAM,MAASDAM,MAASDAM,MAASDAM,,MAASDAM,ΕΛΒΕΤΙΚΟ ΤΥΡΙ,MAASDAM,MAASDAMAS,,,,MAASDAM
,3,MACE.JPG,,2,MACE,MAZA,STREITKOLBEN,MASSUE,KNOTS,MAZZA,БУЛАВА,,SPIKKLUBBA,MORGENSTJERNE,SEPTER,RAUTANUIJA,,BUZDYGAN,ΣΚΗΠΤΡΟ,BERLA,VĖZDAS,,,,HARCI BUZOGÁNY
,3,MANGLE.JPG,,3,MANGLE,ESCURRIDOR,ROLLMANGEL,ESSOREUSE,MANGEL,MANGANO,ГЛАДИЛЬНЫЙ КАТОК,,MANGEL,RULLE,RULLE,MANKELI,,MAGIEL,ΜΑΓΓΑΝΟ,MANDL,ŠLIFUOKLIS,,,,MÁNGORLÓ
,3,MANSION.JPG,,2,MANSION,MANSIÓN,VILLA,MANOIR,LANDHUIS,MAGIONE,ОСОБНЯК,,HERRGÅRD,PALÆ,HERREGÅRD,KARTANO,,POSIADŁOŚĆ,ΑΡΧΟΝΤΙΚΟ,SÍDLO,RŪMAI,,,,UDVARHÁZ
,3,MANTI.JPG,,3,MANTI,MANTI,MANTI,MANTI,MANTI,MANTI TURCHI,МАНТЫ,,MANTI,MANTI,MANTI,MANTI,,MANTI,ΜΠΟΥΛΕΤΤΑ,MANTI,MANTAI,,,,MANTI
,3,MARATHON.JPG,,2,MARATHON,MARATÓN,MARATHON,MARATHON,MARATHON,MARATONA,МАРАФОН,,MARATON,MARATON,MARATON,MARATON,,MARATON,ΜΑΡΑΘΩΝΙΟΣ,MARATON,MARATONAS,,,,MARATON
,3,MARCH.JPG,,2,MARCH,MARCHAR,MARSCH,MARCHE,MAART,MARCIA,МАРШИРОВАТЬ,,MARCH,MARCH,MARSJ,MARSSIA,,MARSZ,ΜΑΡΤΙΟΣ,BŘEZEN,MARŠIRUOTI,,,,MENETELÉS
,3,MARKER PENS.JPG,,1,MARKER PENS,ROTULADORES,TEXTMARKER,MARQUEURS,MARKERS,PENNARELLI,ФЛОМАСТЕРЫ,,MÄRKPENNOR,TUSCHPENNE,MARKØRPENNER,MERKKAUSKYNÄT,,MARKERY,ΜΑΡΚΑΔΟΡΟΙ,PERO,FLOMASTERIAI,,,,FILCTOLLAK
,3,MARKINGS.JPG,,2,MARKINGS,SEÑALES,BODENMARKIERUNGEN,MARQUAGE,MARKERINGEN,SEGNALETICA,РАЗМЕТКА,,MARKERING,AFMÆRKNINGER,MERKER,MERKINNÄT,,ZNAKI POZIOME,ΣΗΜΑΝΣΕΙΣ,ZNAČENI,ŽYMĖS,,,,ÚTFELFESTÉSEK
,3,MASONRY TROWEL.JPG,,2,MASONRY TROWEL,ESPÁTULA,MAURERKELLE,TRUELLE,TROFFEL,CAZZUOLA,ШПАТЕЛЬ,,MURARSLEV,MURSKE,MURESKJE,MUURAUSLASTA,,KIELNIA,ΣΠΑΤΟΥΛΑ ΤΟΙΧΟΠΟΙΙΑΣ,ZEDNICKÁ LŽÍCE,MENTELĖ,,,,VAKOLÓKANÁL
,3,MASQUERADE.JPG,,2,MASQUERADE,MASCARADA,MASKERADE,MASCARADE,MASKERADE,FESTA IN MASCHERA,МАСКАРАД,,MASKERAD,MASKERADE,MASKERADE,MASKERADI,,BAL MASKOWY,ΜΕΤΑΜΦΙΕΣΗ,PŘETVÁŘKA,MASKARADAS,,,,JELMEZ
,3,MAST.JPG,,2,MAST,MÁSTIL,MAST,MÂT,MAST,ALBERO,МАЧТА,,MAST,MAST,MAST,MASTO,,MASZT,ΚΑΤΑΡΤΙ,VYSÍLAČ,STIEBAS,,,,ÁRBOC
,3,MATADOR.JPG,,2,MATADOR,MATADOR,MATADOR,MATADOR,TORERO,TORERO,МАТАДОР,,MATADOR,MATADOR,MATADOR,MATADORI,,MATADOR,ΤΑΥΡΟΜΑΧΟΣ,MATADOR,MATADORAS,,,,MATADOR
,3,MAZUT.JPG,,3,MAZUT,MASUT,MASUT,MAZOUT,STOOKOLIE,MAZUT,МАЗУТ,,OLJA,MAZUT,TUNGOLJE,MASUTTI,,MAZUT,ΜΑΖΟΥΤ,MAZUT,MAZUTAS,,,,PAKURA
,3,MEAT GRINDER.JPG,,2,MEAT GRINDER,TRITURADORA,FLEISCHWOLF,HACHOIR,VLEESMOLEN,TRITACARNE,МЯСОРУБКА,,KÖTTKVARN,KØDHAKKER,KJØTTKVERN,LIHAMYLLY,,MASZYNKA DO MIĘSA,ΜΗΧΑΝΗ ΚΟΠΗΣ ΚΙΜΑ,MASOMLÝNEK,MĖSMALĖ,,,,HÚSDARÁLÓ
,3,MECHANICAL.JPG,,2,MECHANICAL,MECÁNICO,MECHANISCH,MÉCANIQUE,MECHANISCH,MECCANISMO,МЕХАНИЧЕСКИЙ,,MEKANISK,MEKANISK,MEKANSIK,MEKAANINEN,,MECHANICZNY,ΜΗΧΑΝΙΚΟ,MECHANICKÝ,MECHANINIS,,,,MECHANIKUS
,3,MELANGE.JPG,,4,MELANGE,MEZCLA,MISCHUNG,MÉLANGE,MÉLANGE,MELANGE,МЕЛАНЖ,,MELERAD,MELANGE,MELERT,MELANGE,,MELANŻ,ΜΕΛΑΝΖ,VŠEHOCHUŤ,MELANŽAS,,,,MELANZS
,3,MELTED.JPG,,2,MELTED,FUNDIRSE,GESCHMOLZEN,FONDU,GESMOLTEN,FUSO,ТОПЛЕНЫЙ,,SMÄLT,SMELTET,SMELTET,SULATETTU,,ROZTOPIONY,ΛΕΙΩΜΕΝΟ,ROZPUŠTĚNÝ,LYDYTAS,,,,OLVASZTOTT
,3,MERMAID.JPG,,1,MERMAID,SIRENA,NIXE,SIRÈNE,ZEEMEERMIN,SIRENA,РУСАЛКА,,SJÖJUNGFRU,HAVFRUE,HAVFRUE,MERENNEITO,,SYRENA,ΓΟΡΓΟΝΑ,MOŘSKÁ PANNA,UNDINĖ,,,,HABLEÁNY
,3,MESSAGE (sms).JPG,,2,MESSAGE,MENSAJE,NACHRICHT,MESSAGE,BERICHT,MESSAGGIO,СООБЩЕНИЕ,,MEDDELANDE,BESKED,BESKJED,VIESTI,,WIADOMOŚĆ,ΜΗΝΥΜΑ,VZKAZ,PRANEŠIMAS,,,,ÜZENET
,3,MEZUZAH.JPG,,4,MEZUZAH,MEZUZÁ,MESUSA,MEZOUZAH,MEZOEZA,MEZUZAH,МЕЗУЗА,,MEZUZAH,MEZUZAH,MEZUZAH,MEZUZA,,MEZUZA,ΠΕΡΓΑΜΗΝΗ ΜΕΖUΖΑH,MEZUZAH,MEZUZA,,,,MEZÜZE
,3,MIDDAY.JPG,,2,MIDDAY,MEDIODÍA,MITTAG,MIDI,S MIDDAGS,MEZZOGIORNO,ПОЛДЕНЬ,,MIDDAG,MIDDAG,MIDT PÅ DAGEN,KESKIPÄIVÄ,,POŁUDNIE,ΜΕΣΗΜΕΡΙ,POLEDNE,PUSIAUDIENIS,,,,DÉL
,3,MIDDLE AGES.JPG,,2,MIDDLE AGES,EDAD MEDIA,MITTELALTER,MOYEN-ÂGE,MIDDELEEUWEN,MEDIOEVO,СРЕДНЕВЕКОВЬЕ,,MEDELTIDEN,MIDDELALDER,MIDDELALDEREN,KESKIAIKA,,ŚREDNIOWIECZE,ΜΕΣΑΙΩΝΑΣ,STŘEDOVĚK,VIDURAMŽIAI,,,,KÖZÉPKOR
,3,MIGRAINE.JPG,,2,MIGRAINE,MIGRAÑA,MIGRÄNE,MIGRAINE,MIGRAINE,EMICRANIA,МИГРЕНЬ,,MIGRÄN,MIGRÆNE,MIGRENE,MIGREENI,,MIGRENA,ΗΜΙΚΡΑΝΙΑ,MIGRÉNA,MIGRENA,,,,MIGRÉN
,3,MIMICRY.JPG,,3,MIMICRY,MIMETISMO,TARNUNG,IMITATION,MIMICRY,MIMETISMO,МИМИКРИЯ,,MIMIKRY,MIMYCRY,HERMING,MATKIMINEN,,MIMIKRA,ΜΙΜΗΣΗ,MIMIKRY,MIMIKRIJA,,,,MIMIKRI
,3,MINERAL.JPG,,2,MINERAL,MINERAL,MINERALWASSER,MINÉRAL,MINERAAL,MINERALE,МИНЕРАЛЬНАЯ,,MINERALVATTEN,MINERAL,MINERAL,MINERAALI,,MINERALNA,ΜΕΤΑΛΛΙΚΑ ΝΕΡΑ,MINERÁLNÍ,MINERALINĖ,,,,ÁSVÁNYVÍZ
,3,MINIMUM.JPG,,2,MINIMUM,MÍNIMO,MINIMUM,MINIMUM,MINIMUM,MINIMO,МИНИМУМ,,MINIMUM,MINMUM,MINIMUM,MINIMI,,MINIMUM,ΕΛΑΧΙΣΤΟ,MINIMUM,MINIMUMAS,,,,MINIMUM
,3,MINSTREL.JPG,,3,MINSTREL,JUGLAR,MINNESÄNGER,MÉNESTREL,MINSTREEL,MENESTRELLO,МЕНЕСТРЕЛЬ,,TRUBADUR,TROUBADOUR,TRUBADUR,MINSTREL,,MINSTREL,ΑΟΙΔΟΣ,ŽAKÉŘ,MENESTRELIS,,,,TRUBADÚR
,3,MOCCASIN.JPG,,2,MOCCASIN,MOCASÍN,MOKASSIN,MOCASSIN,MOCASSIN,MOCASSINO,МОКАСИНЫ,,MOCKASIN,MOKKASIN,MOKKASIN,MOKKASIINIT,,MOKASYNY,ΜΟΚΑΣΣΙΝΙΑ,MOKASÍNY,MOKASINAI,,,,MOKASZIN
,3,MOLASSES.JPG,,3,MOLASSES,MELAZA,MELASSE,MÉLASSE,MELASSE,MELASSA,МЕЛАССА,,MELASS,MELASSE,MELASSE,MELASSI,,MELASA,ΜΕΛΑΣΣΑ,MELASA,MELASA,,,,MELASZ
,3,MOROCCO.JPG,,2,MOROCCO,MARRUECOS,MAROKKO,MAROC,MAROKKO,MAROCCO,МАРОККО,,MAROCKO,MAROKKO,MOROKKO,MAROKKO,,MAROKO,ΜΑΡΟΚΟ,MAROKO,MAROKAS,,,,MAROKKÓ
,3,MOSES.JPG,,2,MOSES,MOISÉS,MOSES,MOÏSE,MOZES,MOSÈ,МОИСЕЙ,,MOSES,MOSES,MOSES,MOOSES,,MOJŻESZ,ΜΩΥΣΗΣ,MOJŽÍŠ,MOZĖ,,,,MÓZES
,3,MOSS.JPG,,1,MOSS,MUSGO,MOOS,MOUSSE,MOS,MUSCHIO,МОХ,,MOSSA,MOS,MOSE,SAMMAL,,MECH,ΒΡΥΟ,MECH,SAMANA,,,,MOHA
,3,MOUTHGUARD.JPG,,2,MOUTHGUARD,FÉRULA DENTAL,ZAHNSCHIENE,DENTIER,GEBITSBESCHERMER,PARADENTI,КАПА,,MUNSKYDD,TANDBESKYTTER,MUNNBESKYTTER,HAMMASSUOJA,,OCHRANIACZ ZĘBÓW,ΣΤΟΜΑΤΙΚΟΣ ΝΑΡΘΗΚΑΣ,CHRÁNIČ ZUBŮ,KAPA,,,,FOGVÉDŐ
,3,MOZART.JPG,,3,MOZART,MOZART,MOZART,MOZART,MOZART,MOZART,МОЦАРТ,,MOZART,MOZART,MOZART,MOZART,,MOZART,ΜΟΤΣΑΡΤ,MOZART,MOCARTAS,,,,MOZART
,3,MULE.JPG,,2,MULE,MULA,MAULTIER,MULET,MUILDIER,MULO,МУЛ,,MULA,MULDYR,MULDYR,MUULI,,MUŁ,ΜΟΥΛΑΡΙ,MULA,MULAS,,,,ÖSZVÉR
,3,MULTICOOKER.JPG,,2,MULTICOOKER,ARROCERA,MULTIKOCHER,MULTI-CUISEUR,MULTICOOKER,CUOCITORE,МУЛЬТИВАРКА,,MULTIKOKARE,MULTICOOKER,MULTIKOKER,MONITOIMIKEITIN,,MULTICOOKER,ΠΟΛΥΚΟΥΖΙΝΑΚΙ,REMOSKA,VIRYKLĖ,,,,MULTIFUNKCIÓS SÜTŐ
,3,NEBULA.JPG,,2,NEBULA,NEBULOSA,NEBELFLECK,NÉBULEUSE,NEVELS,NEBULOSA,ТУМАННОСТЬ,,NEBULA,STJERNETÅGE,STJERNETÅKE,SUMU,,MGŁAWICA,ΝΕΦΕΛΩΜΑ,MLHOVINA,ŪKAS,,,,CSILLAGKÖD
,3,NEWBORN.JPG,,2,NEWBORN,RECIÉN NACIDO,NEUGEBORENES,NOUVEAU-NÉ,PASGEBORENE,NEONATO,НОВОРОЖДЕННЫЙ,,NYFÖDD,NYFØDT,NYFØDT,VASTASYNTYNYT,,NOWORODEK,ΝΕΟΓΕΝΝΗΤΟ,NOVOROZENĚ,NAUJAGIMIS,,,,ÚJSZÜLÖTT
,3,NEWTON.JPG,,2,NEWTON,NEWTON,NEWTON,NEWTON,NEWTON,NEWTON,НЬЮТОН,,NEWTON,NEWTON,NEWTON,NEWTON,,NEWTON,ΝΕΥΤΟΝΑΣ,NEWTON,NIUTONAS,,,,NEWTON
,3,NITRATES.JPG,,2,NITRATES,NITRATOS,NITRATE,NITRATES,NITRATEN,NITRATI,НИТРАТЫ,,NITRAT,NITRATER,NITRATER,NITRAATIT,,AZOTANY,ΝΙΤΡΙΚΑ ΑΛΑΤΑ,DUSIČNANY,NITRATAI,,,,NITRÁTOK
,3,NOUGAT.JPG,,2,NOUGAT,GUIRLACHE,NUGAT,NOUGAT,NOGA,MANDORLATO,НУГА,,NOUGAT,NOUGAT,NOUGAT,NOUGAT,,NUGAT,ΜΑΝΤΟΛΑΤΟ,NUGÁT,NUGA,,,,NUGÁT
,3,NOZZLE (mouthpiece).JPG,,3,NOZZLE,BOQUILLA,ENDSTÜCK,AJUTAGE,MONDSTUK,BOCCHINO,НАСАДКА,,MUNSTYCKE,MUNDSTYKKE,DYSE,SUUTIN,,DYSZA,ΣΤΟΜΙΟ,TRYSKA,ANTGALIS,,,,FECSKENDŐ
,3,OAR.JPG,,2,OAR,REMO,RUDER,RAME,ROEIRIEM,REMO,ВЕСЛО,,ÅRA,ÅRE,ÅRE,AIRO,,WIOSŁO,ΚΟΥΠΙ,VESLO,IRKLAS,,,,EVEZŐLAPÁT
,3,OATH.JPG,,2,OATH,JURAMENTO,EID,SERMENT,EED,GIURAMENTO,ПРИСЯГА,,LÖFTE,LØFTE,EDEN,VALA,,PRZYSIĘGA,ΟΡΚΟΣ,SLIB,PRIESAIKA,,,,ESKÜ
,3,OBSTACLE.JPG,,2,OBSTACLE,OBSTÁCULO,HINDERNIS,OBSTACLE,HINDERNIS,OSTACOLO,ПРЕПЯТСТВИЕ,,HINDER,FORHINDRING,HINDER,ESTE,,PRZESZKODA,ΕΜΠΟΔΙΟ,PŘEKÁŽKA,KLIŪTIS,,,,AKADÁLY
,3,OCHRE.JPG,,3,OCHRE,OCRE,OCKER,OCRE,OKER,OCRA,ОХРА,,OCKRA,OKKER,OKER,OKRA,,OCHRA,ΩΧΡΑ,OKROVÝ,OCHRA,,,,OKKER
,3,OFFROAD CAR.JPG,,2,OFFROAD CAR,TODOTERRENO,GELÄNDEWAGEN,TOUT-TERRAIN,OFFROAD,FUORISTRADA,ВНЕДОРОЖНИК,,TERRÄNGFORDON,OFFROAD-BIL,,MAASTOAUTO,,SAMOCHÓD TERENOWY,ΟΧΗΜΑ ΕΚΤΟΣ ΔΡΟΜΟΥ,OFFROAD,VISUREIGIS,,,,TEREPJÁRÓ
,3,OMEGA.JPG,,2,OMEGA,OMEGA,OMEGA,OMÉGA,OMEGA,OMEGA,ОМЕГА,,OMEGA,OMEGA,OMEGA,OMEGA,,OMEGA,ΩΜΕΓΑ,OMEGA,OMEGA,,,,OMEGA
,3,OPENER.JPG,,2,OPENER,ABRIDOR,ÖFFNER,TIRE-BOUCHON,OPENER,CAVATAPPI,ОТКРЫВАШКА,,KORKSKRUV,OPLUKKER,ÅPNER,AVAAJA,,OTWIERACZ,ΑΝΟΙΧΤΗΡΙ,OTVÍRÁK,ATIDARIKLIS,,,,DUGÓHÚZÓ
,3,OPENWORK.JPG,,2,OPENWORK,CALADO,AJOURMUSTER,JOURS,TULE,TRAFORATO,АЖУРНЫЙ,,KNYPPLING,GENNEMBRUDT,NUPERELLER,REI'IKÄS,,MEREŻKA,ΔΙΑΤΡΗΤΟ,OBRUBA,AŽŪRINIS,,,,AZSÚRVARRÁS
,3,OPERA.JPG,,2,OPERA,ÓPERA,OPER,OPÉRA,OPERA,OPERA,ОПЕРА,,OPERA,OPERA,OPERA,OOPPERA,,OPERA,ΟΠΕΡΑ,OPERA,OPERA,,,,OPERA
,3,ORDER (tidy).JPG,,2,ORDER,ORDEN,ORDNUNG,BIEN RANGÉ,ORDE,ORDINE,ПОРЯДОК,,ORDNING,ORDEN,ORDEN,JÄRJESTYS,,PORZĄDEK,ΠΑΡΑΓΓΕΛΙΑ,POŘÁDEK,TVARKA,,,,REND
,3,ORGANZA.JPG,,3,ORGANZA,ORGANZA,ORGANZA,ORGANZA,ORGANZA,ORGANZA,ОРГАНЗА,,ORGANZA,ORGANZA,ORGANZA,ORGANZA,,ORGANZA,ΟΡΓΑΝΤΖΑ,ORGANZA,ORGANZA,,,,ORGANZA
,3,OSTROG.JPG,,4,OSTROG,OSTROG,KLEINE FESTUNG,OSTROG,OSTROG,PRESIDIO,ОСТРОГ,,OSTROG,OSTROG,FORT,OSTROG,,OSTRÓG,ΟΣΤΡΟΓΚ,TVRZ,OSTROGAS,,,,KELETI GÓT
,3,OUTCAST.JPG,,2,OUTCAST,MARGINADO,AUSGESTOSSENE,SOLITAIRE,OUTCAST,EMARGINATA,ИЗГОЙ,,UTSTÖDD,UDSTØDT,UTSTØTT,HYLKIÖ,,WYRZUTEK,ΠΕΡΙΘΩΡΙΑΚΟΣ,VYVRHEL,TREMTINYS,,,,KIKÖZÖSÍT
,3,OUTCRY.JPG,,2,OUTCRY,GRITO,AUFSCHREI,CRI,UITGESLOTEN,GRIDO,КРИК,,UTROP,RAMASKRIG,RAMASKRIK,HUUTO,,KRZYK,ΚΑΤΑΚΡΑΥΓΗ,PROTEST,ŠAUKIMAS,,,,FELKIÁLT
,3,OXYGEN.JPG,,2,OXYGEN,OXÍGENO,SAUERSTOFF,OXYGÈNE,ZUURSTOF,OSSIGENO,КИСЛОРОД,,SYRE,OXYGEN,OKSYGEN,HAPPI,,TLEN,ΟΞΥΓΟΝΟ,KYSLÍK,DEGUONIS,,,,OXIGÉN
,3,PAELLA.JPG,,2,PAELLA,PAELLA,PAELLA,PAELLA,PAELLA,PAELLA,ПАЭЛЬЯ,,PAELLA,PAELLA,PAELLA,PAELLA,,PAELLA,ΠΑΕΓΙΑ,PAELLA,PAELJA,,,,PAELLA
,3,PAINTED.JPG,,2,PAINTED,PINTADO,ANGEMALT,PEINTURES,GEVERFD,DIPINTO,РАСПИСНОЙ,,MÅLAD,MALET,MALT,MAALATTU,,POMALOWANA,ΖΩΓΡΑΦΙΣΜΕΝΑ,NABARVENÝ,DAŽYTAS,,,,FESTETT
